Gata2,Gata1,Fog1,EKLF,Fli1,SCL,Cebpa,Pu.1,cJun,EgrNab,Gfi1,labels
0.5111,0.9947,0.4906,0.0105,0.7411,0.9822,0.0628,0.0071,-0.0002,0.0062,0.2585,Mk
0.5059,0.9909,0.4917,0.0096,0.7463,0.9849,0.0639,0.0074,0.002,0.0049,0.257,Mk
0.5058,0.9928,0.4974,0.0142,0.7496,0.9908,0.0642,0.005,1.00E-04,0.002,0.2554,Mk
0.5055,0.9967,0.4981,0.0137,0.7509,0.9943,0.0608,0.0054,0.0008,-0.0023,0.2575,Mk
0.5062,0.9998,0.4972,0.0122,0.7577,0.9924,0.0588,0.0051,-0.0021,-0.0018,0.2588,Mk
0.5055,0.9987,0.5011,0.012,0.7635,0.9931,0.0608,0.0049,-0.0036,0.0009,0.2559,Mk
0.5046,0.9983,0.5047,0.0113,0.7656,0.9929,0.0602,0.0035,-0.0039,0.0005,0.254,Mk
0.5054,0.9974,0.5035,0.0138,0.7677,0.9931,0.0571,0.003,-0.0067,0.0031,0.2547,Mk
0.5028,0.9979,0.5043,0.0154,0.7718,0.9952,0.0581,0.0027,-0.0047,0.0012,0.2523,Mk
0.4982,0.9966,0.5033,0.0169,0.7733,0.9911,0.0558,0.0015,-0.0032,-0.0016,0.2493,Mk
0.4979,0.998,0.5038,0.0172,0.772,0.9973,0.0562,0.0014,0,0.0046,0.2453,Mk
0.4959,0.9982,0.5009,0.0138,0.7731,1.0009,0.0557,0.0022,-0.0017,0.003,0.2397,Mk
0.4973,1.0001,0.502,0.015,0.7747,1.0013,0.0581,0.0062,0.0021,0.0013,0.2369,Mk
0.4971,1.0003,0.5028,0.0184,0.7751,1.0012,0.057,0.0021,0.0018,0.0026,0.2399,Mk
0.4955,1.0007,0.5024,0.0157,0.7759,0.9991,0.0558,-0.0012,-0.0017,0.0022,0.2361,Mk
0.495,1.0031,0.5029,0.0165,0.7745,1.0004,0.0555,-0.0029,-0.004,0.0037,0.2348,Mk
0.497,1.0024,0.5041,0.0162,0.7801,0.9984,0.0566,-0.0053,-0.001,0.005,0.2328,Mk
0.4966,1.0016,0.5048,0.0152,0.7782,0.9955,0.056,-0.0054,-0.0012,0.0016,0.2293,Mk
0.4905,1.0031,0.5033,0.0147,0.7761,0.9929,0.0565,-0.0067,0.0007,-0.0002,0.2303,Mk
0.4941,0.9997,0.506,0.0156,0.7775,0.995,0.0571,-0.0037,0.0015,0.0028,0.2296,Mk
0.4966,1.0008,0.5079,0.0102,0.7777,0.9905,0.0555,-0.0021,0.0005,0.0008,0.2281,Mk
0.4995,1.0036,0.5071,0.0104,0.7802,0.9926,0.0551,-0.0024,-0.0018,1.00E-04,0.2324,Mk
0.7991,0.003,0.0015,-0.0011,-0.0013,1.00E-04,0.7999,0.7997,0.0009,0.0005,-0.0028,progenitorNeu
0.7229,0.0061,0.0023,-0.0015,0.0024,0.002,0.8221,0.7238,0.0784,0.0061,0.0974,progenitorNeu
0.6557,0.0089,0.0049,0.0003,0.0022,-0.0008,0.8427,0.6586,0.1064,0.0161,0.1634,progenitorNeu
0.5938,0.012,0.0014,0.0018,0.0008,-0.0021,0.857,0.5991,0.1222,0.0221,0.2027,progenitorNeu
0.536,0.0112,-0.0008,-0.0026,0.0021,-0.0061,0.8665,0.5443,0.1258,0.0223,0.2254,progenitorNeu
0.4843,0.013,-0.0076,-1.00E-04,0.0046,-0.0032,0.8797,0.4969,0.1297,0.0243,0.2431,progenitorNeu
0.4403,0.0182,-0.0042,0.0007,0.0029,-1.00E-04,0.8905,0.4516,0.1316,0.0266,0.2552,progenitorNeu
0.4012,0.0225,-0.006,-0.0002,0.0048,-0.0006,0.8955,0.412,0.1313,0.0289,0.27,progenitorNeu
0.3662,0.0246,-0.0032,0.0014,0.0031,-0.0015,0.905,0.3781,0.1262,0.0266,0.2734,progenitorNeu
0.3346,0.0276,-0.0015,0.0034,0.0043,0.0017,0.9119,0.3458,0.123,0.0277,0.2782,progenitorNeu
0.3092,0.0298,0.0008,0.0041,0.0034,0.0071,0.9238,0.319,0.1199,0.0296,0.2785,progenitorNeu
0.284,0.0318,0.0012,0.0005,0.0041,0.0089,0.9317,0.298,0.1211,0.0364,0.2791,progenitorNeu
0.264,0.0345,0.0007,0.0007,0.0037,0.0114,0.9383,0.2782,0.1189,0.0347,0.2723,progenitorNeu
0.2441,0.0372,-0.0025,-0.0012,0.0053,0.013,0.9438,0.268,0.119,0.0344,0.2707,progenitorNeu
0.2253,0.0436,-0.0024,0.0021,0.0091,0.0133,0.9463,0.2548,0.1152,0.0334,0.27,progenitorNeu
0.2107,0.0468,-0.0024,0.0076,0.0081,0.0161,0.9484,0.2442,0.1101,0.0311,0.269,progenitorNeu
0.1984,0.0538,-0.0006,0.0091,0.0087,0.0199,0.9568,0.2342,0.1098,0.0317,0.2727,progenitorNeu
0.1857,0.0587,-0.0003,0.0087,0.0084,0.0221,0.9613,0.2272,0.1058,0.0298,0.276,progenitorNeu
0.177,0.0645,0.0011,0.009,0.006,0.0222,0.9653,0.2208,0.1063,0.0291,0.2785,progenitorNeu
0.1664,0.0673,0.002,0.0078,0.0094,0.0278,0.9689,0.2125,0.1041,0.0294,0.2794,progenitorNeu
0.159,0.0738,0.0015,0.0092,0.0068,0.0289,0.97,0.2054,0.1042,0.0299,0.2807,progenitorNeu
0.1509,0.0722,0.002,0.0078,0.0038,0.0353,0.9718,0.2007,0.0995,0.0284,0.2862,progenitorNeu
0.1492,0.0714,0.0025,0.014,0.0066,0.0381,0.972,0.1993,0.0989,0.0286,0.2911,progenitorNeu
0.1445,0.0706,0.0049,0.0148,0.0107,0.0411,0.9767,0.1999,0.0957,0.0306,0.293,progenitorNeu
0.1402,0.073,0.0063,0.0143,0.0122,0.0407,0.9761,0.2024,0.0999,0.0315,0.2912,progenitorNeu
0.1389,0.0725,0.0069,0.0163,0.014,0.0406,0.9781,0.206,0.0972,0.0301,0.2917,progenitorNeu
0.1364,0.0761,0.0068,0.013,0.0147,0.0441,0.975,0.2033,0.0948,0.0285,0.2932,progenitorNeu
0.1363,0.0786,0.0082,0.0151,0.0153,0.0463,0.9812,0.2048,0.0921,0.0291,0.2963,progenitorNeu
0.1339,0.0796,0.0069,0.0145,0.0171,0.0539,0.984,0.2069,0.0884,0.031,0.2958,progenitorNeu
0.1305,0.0847,0.0085,0.0156,0.015,0.0565,0.9853,0.2108,0.0883,0.0348,0.2913,progenitorNeu
0.1276,0.0846,0.0087,0.0156,0.0124,0.0569,0.9906,0.2103,0.0888,0.0282,0.2906,progenitorNeu
0.1238,0.0827,0.008,0.0176,0.0158,0.0603,0.9893,0.213,0.0886,0.0267,0.2899,progenitorNeu
0.121,0.077,0.01,0.0174,0.0171,0.0605,0.9918,0.2194,0.0885,0.029,0.2966,progenitorNeu
0.1187,0.0773,0.0107,0.0185,0.0164,0.0598,0.9913,0.2219,0.0878,0.0299,0.2996,progenitorNeu
0.1158,0.0758,0.0095,0.0171,0.014,0.0573,0.9951,0.2252,0.0877,0.0324,0.3007,progenitorNeu
0.1131,0.0785,0.0121,0.0212,0.0153,0.0587,0.9946,0.2275,0.0886,0.0303,0.3019,progenitorNeu
0.1122,0.0777,0.0109,0.0218,0.0127,0.0596,0.9941,0.2355,0.0893,0.0283,0.3032,progenitorNeu
0.1072,0.0748,0.0119,0.023,0.0139,0.0585,0.9989,0.241,0.091,0.0281,0.3086,progenitorNeu
0.1028,0.0746,0.0094,0.0226,0.0179,0.06,1.0018,0.2489,0.0894,0.028,0.3093,progenitorNeu
0.099,0.0747,0.0085,0.0216,0.0202,0.0572,1.0025,0.2566,0.0881,0.0277,0.3119,progenitorNeu
0.0972,0.072,0.0094,0.0201,0.0221,0.0575,1,0.2602,0.0866,0.0225,0.3188,progenitorNeu
0.091,0.0694,0.0116,0.0167,0.0212,0.059,0.9977,0.2646,0.0859,0.0206,0.335,progenitorNeu
0.0881,0.0635,0.0127,0.0144,0.0243,0.0575,0.9993,0.2765,0.0842,0.0192,0.347,progenitorNeu
0.0777,0.0648,0.0107,0.0142,0.0227,0.0554,1.0009,0.2916,0.0783,0.0182,0.3636,progenitorNeu
0.0751,0.0614,0.0109,0.014,0.0234,0.0511,0.9961,0.3049,0.073,0.0199,0.3763,progenitorNeu
0.0672,0.0573,0.0062,0.0126,0.0243,0.0472,0.9971,0.3239,0.0715,0.0206,0.387,progenitorNeu
0.0605,0.0557,0.0099,0.012,0.0209,0.0449,0.999,0.3487,0.0693,0.0166,0.3983,progenitorNeu
0.0558,0.0487,0.007,0.0078,0.0213,0.0421,1.0022,0.3729,0.0685,0.0143,0.4193,progenitorNeu
0.0541,0.0413,0.0061,0.0081,0.0214,0.0373,1.0017,0.398,0.0627,0.015,0.4442,progenitorNeu
0.0473,0.0383,0.0069,0.0082,0.0187,0.0349,1.0021,0.4264,0.0628,0.0124,0.4633,progenitorNeu
0.0406,0.0333,0.0086,0.0041,0.0166,0.0321,1.0035,0.456,0.0572,0.0091,0.4903,progenitorNeu
0.0375,0.0293,0.0067,0.0051,0.0111,0.0277,1.0031,0.4869,0.0538,0.0077,0.5204,progenitorNeu
0.0345,0.026,0.0056,0.0032,0.0092,0.0229,1.0014,0.5207,0.0548,0.0092,0.5525,progenitorNeu
0.0355,0.0241,0.0018,0.0041,0.0093,0.0204,0.9994,0.549,0.052,0.0077,0.5806,progenitorNeu
0.0338,0.0206,0.0042,0.001,0.0103,0.0208,0.9973,0.5815,0.0465,0.0034,0.6118,progenitorNeu
0.0295,0.0149,0.0014,0.0002,0.0086,0.0173,0.9992,0.612,0.0456,0.0037,0.6484,progenitorNeu
0.0271,0.0161,-0.0009,0.0042,0.0087,0.0183,0.9966,0.6404,0.0462,0.0017,0.6776,progenitorNeu
0.0234,0.0168,-0.0031,0.0043,0.0105,0.0146,0.9972,0.6661,0.0422,0.0024,0.7058,progenitorNeu
0.0197,0.0159,-0.0013,0.0039,0.0117,0.0134,0.9977,0.6918,0.0429,0.0049,0.7283,progenitorNeu
0.019,0.0129,-0.0024,0.0057,0.0121,0.0116,0.998,0.7171,0.0406,0.0068,0.7472,progenitorNeu
0.0188,0.0127,-0.0019,0.0055,0.0136,0.0106,0.9989,0.741,0.041,0.0035,0.7613,progenitorNeu
0.0136,0.0091,0,0.0055,0.011,0.0114,1.0007,0.7634,0.0377,0.003,0.7768,progenitorNeu
0.013,0.0047,0.0062,0.0049,0.0092,0.0106,1.004,0.7838,0.036,0.0054,0.7941,progenitorNeu
0.0121,0.0046,0.0084,0.0015,0.0085,0.0119,1.0038,0.8002,0.0354,0.0076,0.8068,progenitorNeu
0.0067,0.003,0.0063,0.0018,0.0057,0.0093,1.0053,0.815,0.0358,0.0093,0.8085,progenitorNeu
0.0036,0.004,0.0098,0.0048,0.0029,0.0103,1.0043,0.8335,0.0347,0.0092,0.8087,progenitorNeu
0.0022,0.0014,0.0081,0.0054,0.0016,0.007,1.0051,0.845,0.0368,0.0106,0.8054,progenitorNeu
0.0035,0.0008,0.0072,0.0045,-0.0017,0.0118,1.0106,0.8645,0.0355,0.0123,0.797,progenitorNeu
0.0019,-0.0007,0.0076,0.0025,-0.0015,0.0157,1.0082,0.8786,0.0353,0.0115,0.79,progenitorNeu
-0.0005,0.0007,0.0056,0.0028,-0.0028,0.0182,1.0054,0.8891,0.0327,0.0156,0.7795,progenitorNeu
1.00E-04,0.0043,0.004,0.0038,-0.0027,0.0153,1.0046,0.9017,0.0336,0.0166,0.7638,progenitorNeu
0.001,0.0058,0.005,0.0017,0.0019,0.0136,1.0057,0.9121,0.0304,0.0145,0.7487,progenitorNeu
-0.0005,0.0014,0.0029,0.0017,0.0003,0.0109,1.0029,0.9236,0.0279,0.0121,0.7384,progenitorNeu
-0.0007,0.0043,-0.0017,0.001,0.0004,0.0126,1.0038,0.9318,0.0295,0.0122,0.7401,progenitorNeu
0.0017,0.0049,-0.0038,0.002,-0.0004,0.0123,1.006,0.9391,0.031,0.0104,0.742,progenitorNeu
0.002,0.0058,-0.0027,0.0012,-0.0029,0.0137,1.0065,0.944,0.0288,0.0112,0.746,progenitorNeu
0.0056,0.006,-0.0008,0,-0.0048,0.0128,1.0063,0.9488,0.0278,0.0064,0.7508,progenitorNeu
0.001,0.0034,0.0003,-0.0009,-0.0041,0.0157,1.005,0.9543,0.0263,0.0042,0.767,progenitorNeu
-0.0035,0.0037,-0.0005,-0.0013,-0.0014,0.0136,1.0037,0.9554,0.0244,0.003,0.7852,progenitorNeu
-0.0036,0.0011,-0.0017,0.0015,-0.0033,0.0083,1.0048,0.9596,0.0232,0.0023,0.8049,progenitorNeu
-0.0045,0.0013,-0.0018,0.0058,-0.0019,0.0051,1.0035,0.9609,0.0182,0.0031,0.8223,Neu
-0.0054,0.0006,0.0006,0.0042,0.0025,0.0081,1.0022,0.9671,0.0173,0.0013,0.8407,Neu
-0.0044,-0.0017,0.0009,0.0039,0.002,0.0053,1.0022,0.9687,0.0191,0.0033,0.854,Neu
-0.0062,-0.0005,0.0028,0.0042,-1.00E-04,0.0053,1.0035,0.9725,0.0186,0.0011,0.8643,Neu
-0.0032,-0.0016,0.0028,0.0041,-0.003,0.0062,1.0058,0.9703,0.0221,0.0036,0.8738,Neu
-0.0008,-0.0045,0.0032,0.0015,-0.0052,0.0076,1.0098,0.9704,0.02,0.0038,0.8789,Neu
-0.0009,-0.0052,0.0032,0.003,-0.0049,0.0053,1.0059,0.9697,0.0174,0.0017,0.8827,Neu
-0.0004,-0.0044,0.001,0.0014,-0.0041,0.0082,1.0084,0.9742,0.0192,0.0018,0.8915,Neu
0.0004,-0.0036,-0.0013,-0.0013,-0.0069,0.0088,1.0077,0.9741,0.0203,-0.002,0.9007,Neu
0.0016,-0.0057,-0.0028,-0.0019,-0.0092,0.0088,1.0056,0.9772,0.0227,-0.0029,0.9079,Neu
0.0043,-0.0044,-0.0029,-0.0042,-0.011,0.0089,1.0077,0.9774,0.0187,-0.0027,0.9122,Neu
0.0029,-0.0048,-0.0007,-0.0074,-0.0067,0.0103,1.0058,0.9793,0.0164,-1.00E-04,0.919,Neu
0.0046,-0.0024,0.0024,-0.0066,-0.0074,0.0084,1.0077,0.978,0.0156,0.0033,0.9253,Neu
0.0057,0.0025,0.006,-0.0083,-0.0069,0.0096,1.0043,0.9815,0.0139,0,0.9315,Neu
0.0058,-0.0008,0.0053,-0.0048,-0.0079,0.0051,1.0027,0.9819,0.0128,-0.0021,0.9381,Neu
0.0049,1.00E-04,0.0076,-0.0053,-0.0099,0.003,1.004,0.9834,0.0174,0.0006,0.9442,Neu
0.0026,0.0016,0.0087,-0.0013,-0.0097,-0.0002,1.001,0.9825,0.0152,-0.0037,0.9445,Neu
0.001,-0.0015,0.0051,-0.0056,-0.0109,-1.00E-04,0.9991,0.9858,0.0147,1.00E-04,0.9469,Neu
0.0017,-0.0009,0.0059,-0.0041,-0.0127,0.0027,1.0012,0.9888,0.0157,0.0004,0.9482,Neu
0.0033,0.0025,0.0038,-0.0023,-0.0113,0.0005,0.9991,0.9893,0.0158,-0.0009,0.9526,Neu
0.0022,-0.0025,0.0025,-0.0013,-0.0115,-0.0025,1.0013,0.9851,0.0158,-0.0003,0.9539,Neu
0.0027,-0.0007,0.0033,-0.0021,-0.0107,-0.0073,0.9994,0.9876,0.0167,0.004,0.9537,Neu
0.001,-0.002,0.0027,-0.0006,-0.0094,-0.0082,0.9983,0.9895,0.0161,0.0061,0.9528,Neu
-0.0018,0.0012,0.0018,0.001,-0.0121,-0.0074,0.9983,0.9941,0.0151,0.0051,0.9486,Neu
-0.0016,-0.0011,0.0026,-0.0014,-0.0084,-0.0067,1.002,0.9956,0.0121,0.0063,0.9434,Neu
-0.0007,-0.0027,-0.0022,-0.0006,-0.0084,-0.005,1.0045,1.0011,0.0128,0.0055,0.9396,Neu
-0.0002,-0.003,-0.0008,-0.0023,-0.0017,-0.0051,1.0037,1.0037,0.0119,0.0047,0.9403,Neu
0,-0.0031,-0.0037,-0.0025,-0.0061,-0.0018,1.0033,1.0054,0.0141,0.0054,0.9383,Neu
0.001,-0.006,-0.0048,-0.0004,-0.0048,-0.0024,1.0029,1.0067,0.0164,0.007,0.9398,Neu
0.001,-0.005,-0.0075,-0.0036,-0.0073,0.0003,1.001,1.0062,0.0178,0.005,0.9357,Neu
0.0013,-0.0048,-0.0074,-0.0052,-0.0027,-0.0005,0.9988,1.0052,0.016,0.005,0.9303,Neu
0.0031,-0.0044,-0.0053,0.0004,-0.002,0.0006,0.999,1.0037,0.017,0.006,0.9304,Neu
0.004,-0.0049,-0.0044,0.002,-0.0009,-0.0012,1.001,1.0015,0.0203,0.0063,0.9264,Neu
0.0024,-0.0035,-0.0028,0.0016,-0.0004,-0.0013,1.0027,1.0006,0.0214,0.0027,0.9278,Neu
0.0036,-0.0006,-0.0018,0.0002,-0.001,0.0011,1.0038,1.0032,0.0185,0.0014,0.9326,Neu
0.0036,-0.0017,-0.0026,0.0049,-0.0051,0.0024,1.0048,1.0039,0.0179,-0.0011,0.9367,Neu
0.0036,-0.0032,-0.0034,0.0032,-0.0023,0.0036,1.0062,1.0058,0.0195,-0.0015,0.9401,Neu
0.0018,-0.0049,1.00E-04,0.001,0,0.0044,1.0066,1.0055,0.0204,-0.0021,0.9432,Neu
0,-0.0055,-0.0014,-0.0013,-0.0025,0.002,1.0021,1.0051,0.0189,-0.0044,0.9453,Neu
-0.0035,-0.004,-0.0032,-0.0007,-0.0018,0,1.0024,1.0047,0.0187,-0.0066,0.9389,Neu
-0.0071,-0.0056,-0.0025,0.0002,-0.002,-0.004,1.0032,1.0047,0.0155,-0.0102,0.9278,Neu
-0.0053,-0.0073,-0.0031,0.0033,0.0006,-0.0011,1.0012,1.0025,0.0137,-0.0045,0.9215,Neu
-0.001,-0.0068,-0.0031,0.0045,-0.0015,-0.0032,0.9998,1.0044,0.0113,-0.0052,0.9236,Neu
-0.0017,-0.0023,-0.0046,0.0052,0.0033,-0.0023,0.9987,1.0078,0.0105,-0.007,0.9217,Neu
-0.0025,0.0006,-1.00E-04,0.0069,0.0048,-0.0008,0.9951,1.005,0.0144,-0.0072,0.9174,Neu
-0.0014,0.0029,-0.0026,0.0083,0.003,0,0.9967,1.0052,0.013,-0.0051,0.9144,Neu
1.00E-04,0.0038,-0.0015,0.0065,0.0026,0.0015,0.9945,1.0036,0.0144,-0.003,0.9207,Neu
0.0019,0.002,0.0014,0.0059,0.0048,0.0008,0.9966,1.007,0.0151,-0.0008,0.9236,Neu
0.0013,0.0018,-0.0016,0.0077,0.0045,0,0.9966,1.0074,0.0135,-0.0022,0.9318,Neu
0.0014,0,-0.0017,0.006,0.0053,0.0002,0.989,1.0061,0.014,-0.0034,0.9351,Neu
0.0012,0.0023,0.0008,0.0046,0.0053,0.0032,0.9867,1.0054,0.0131,-0.0067,0.938,Neu
0.0045,0.0011,0.0021,0.0024,0.007,0.0006,0.9872,1.004,0.0125,-0.0076,0.9325,Neu
0.0077,0.0017,0.0034,0.0055,0.0049,-0.001,0.9914,1.0053,0.0113,-0.0099,0.92,Neu
0.0061,-0.0006,0.0036,0.0096,0.0063,-0.0023,0.9914,1.0067,0.0126,-0.0062,0.9187,Neu
0.0046,-0.0029,0.0047,0.0083,0.0047,-0.0058,0.9915,1.0034,0.0144,-0.0047,0.9198,Neu
0.0025,-0.002,0.0026,0.0064,0.0047,-0.0078,0.9926,1.003,0.0153,-0.0054,0.9198,Neu
-0.0023,-0.0027,0.0013,0.0059,0.0014,-0.0077,0.9938,1.0012,0.0143,-0.0046,0.9246,Neu
0.0004,-0.0045,0.0011,0.0046,0.0035,-0.0082,0.9927,1.0007,0.0133,-0.0049,0.9222,Neu
-0.0006,-0.0044,0.001,0.0071,0.0049,-0.0112,0.9953,1.0034,0.0123,-0.0061,0.9246,Neu
-0.0025,-0.0051,-0.0003,0.0076,0.003,-0.0067,0.9932,1.0029,0.014,-0.0055,0.9267,Neu
-0.0038,-0.0068,0.0007,0.0066,-0.0003,-0.0066,0.9921,1.0051,0.013,-0.0046,0.9243,Neu
-0.0023,-0.0119,0.0046,0.0063,0.0037,-0.0059,0.9913,1.004,0.0146,-0.0022,0.9326,Neu
-0.0034,-0.0117,0.002,0.0028,0.003,-0.0026,0.9923,1.0021,0.0158,-0.0021,0.9364,Neu
-0.0047,-0.0134,0.0031,0.0018,0.0046,-0.0006,0.9908,0.9996,0.0136,-0.0015,0.9376,Neu
-0.0035,-0.0163,0.0017,0.0016,0.0035,-0.0008,0.9938,0.9976,0.013,0.0009,0.9446,Neu
-0.002,-0.0149,-0.0009,0.0021,0.0013,-0.0018,0.9938,0.9941,0.015,-0.0055,0.9497,Neu
-0.0036,-0.0151,0.0024,-0.0013,0.0012,0.0004,0.9976,0.9917,0.0123,-0.0032,0.9441,Neu
-0.0032,-0.0116,0.001,0.0008,-0.0024,0.0006,1.001,0.9934,0.0108,-0.0065,0.9492,Neu
-0.0023,-0.0083,0.0027,0.0005,0.0006,-0.0014,1.0014,0.9927,0.0136,-0.0067,0.94,Neu
-0.001,-0.006,0.0022,0.0034,-0.0011,-0.0018,0.9997,0.9933,0.0132,-0.0049,0.9404,Neu
-0.0024,-0.0073,-0.0011,0.0036,-0.0024,-0.0008,0.9975,0.9958,0.0165,-0.0064,0.9398,Neu
0.0007,-0.0051,0.0008,0.0036,-0.003,-0.0012,1.0006,0.9932,0.0161,-0.0076,0.9372,Neu
-0.0008,-0.0076,0.0025,0.0028,-0.0048,-0.0003,1.0016,0.992,0.015,-0.0095,0.9325,Neu
-0.0029,-0.0045,0.0027,0.0051,-0.0046,-0.0039,0.9989,0.9913,0.0177,-0.0087,0.9232,Neu
0.0002,-0.002,0.0061,0.0048,-0.0043,-0.0016,0.9989,0.9911,0.0152,-0.0072,0.916,Neu
-0.001,-0.002,0.0015,0.0029,-0.0055,-0.0004,0.999,0.9915,0.0107,-0.0076,0.9119,Neu
0.0028,-0.003,0.0009,0.0049,-0.0073,0.002,1,0.9946,0.0127,-0.0082,0.9095,Neu
0.003,-0.0035,0.0008,0.0052,-0.0066,1.00E-04,1.0014,0.9977,0.0125,-0.0046,0.9069,Neu
0.0063,-0.0023,-0.0005,0.0081,-0.0046,-0.0006,0.9983,0.997,0.0109,-0.003,0.9118,Neu
0.0049,0.0002,-0.0013,0.0054,-0.0036,0.0009,1.0011,0.9967,0.0066,-0.0033,0.9177,Neu
0.05067548,0.9280744,8.878176,-7.625751,-8.918819,-9.584026,6.7932343,4.8002462,7.6393056,9.525805,4.9348927,blobs
0.4807454,0.67683303,7.9299364,-8.363867,-8.19046,-10.001468,6.3882575,5.794535,8.056862,9.988955,5.882225,blobs
-0.061669257,0.83949435,8.184129,-8.450702,-8.435819,-10.721755,6.272259,6.130713,7.7165837,9.899299,5.9551373,blobs
1.6638827,4.0267215,2.8050132,0.95058095,-1.9571589,2.1022725,-1.398992,7.7073436,9.702086,-2.3864648,5.6182847,blobs
0.7193186,3.9193628,1.4707197,1.4494156,-1.814532,1.9933169,-0.5432797,7.1505303,9.662986,-2.2394552,5.9784584,blobs
0.34628046,1.3513621,8.614761,-8.917493,-8.010363,-8.666354,6.1477265,5.328362,7.3754377,10.142596,5.3899803,blobs
1.4867277,1.774181,9.271192,-7.697552,-9.307754,-9.116976,6.776335,6.154421,7.8895025,9.285785,5.490948,blobs
0.65723217,1.2770861,7.7158246,-8.444074,-7.9928145,-8.496575,6.8755636,6.0251904,7.867073,8.666016,5.920862,blobs
0.35294735,0.71057624,7.486921,-8.721897,-7.7664785,-9.576029,5.9443173,6.268446,7.6126204,9.963481,6.206728,blobs
-0.07618716,2.2845984,8.396983,-8.234806,-8.572022,-9.375823,6.6105733,6.5264125,6.664372,9.365716,5.728688,blobs
0.4394946,0.9917451,8.751018,-8.84284,-8.685672,-9.601377,6.481913,6.0241537,7.627655,10.127622,5.5561485,blobs
0.52694076,1.903764,8.415401,-8.322761,-8.15608,-9.204702,6.354598,5.6600885,7.277184,9.424722,6.534417,blobs
0.95227915,2.6895278,8.102629,-9.301854,-7.5865326,-9.648227,7.3307905,6.5701423,6.713928,9.143653,5.142527,blobs
-0.18080351,1.9830598,8.733174,-8.205038,-9.175393,-10.143709,6.3923388,5.324449,6.339548,9.17659,5.8987856,blobs
0.47717422,3.617266,1.5213965,1.7782967,-1.1498562,2.6053686,-1.4434521,7.891739,8.945482,-2.2974112,6.223303,blobs
1.0175756,3.8930202,2.0647285,0.8566466,-2.0054832,3.4248683,-2.1133938,8.129831,9.465417,-1.8263137,5.331845,blobs
0.7314076,4.164139,2.6841397,-0.14565383,-1.5068682,2.7540047,-0.5203518,7.863206,10.015718,-3.3931146,6.0642934,blobs
0.72265285,4.3811216,2.5760517,0.87802964,-2.0013704,2.983838,-2.2385385,8.219846,9.062592,-2.565825,6.2723484,blobs
0.51382357,4.468549,1.8423595,1.9017383,-1.0579584,2.491263,-1.4419125,7.661668,10.926542,-3.0862694,5.9362707,blobs
0.9455227,3.6088967,1.0784283,1.0455532,-1.1056097,3.0406904,-1.264754,7.054453,9.776309,-2.353192,6.814282,blobs
0.5112104,0.9419186,8.733974,-7.217492,-8.815327,-9.709509,7.3182535,5.317062,8.079766,10.114753,5.990979,blobs
0.67438954,0.9619607,9.543869,-8.520331,-8.755094,-8.945876,7.110698,5.283168,7.72733,9.967641,6.214342,blobs
1.3336521,1.1462892,8.371188,-8.728604,-7.7717323,-9.012665,6.560144,5.5664277,7.6535172,9.6702585,6.375779,blobs
0.33116838,1.7537318,8.23476,-9.163694,-8.728538,-9.828095,6.59018,6.089721,7.1116214,10.170931,5.164318,blobs
1.2794298,3.425842,2.2807348,0.5556582,-0.6971286,3.452137,-1.4749486,7.4915414,8.666217,-2.551631,5.694323,blobs
0.6373664,0.9836449,8.949094,-8.913363,-8.088244,-10.190198,6.642035,5.7431836,7.9414372,9.791909,6.316829,blobs
1.625193,3.1217005,2.0654347,0.22370096,-1.9076908,3.9235106,-1.2705535,7.932995,8.382474,-2.695692,5.9327793,blobs
0.6349127,1.7071447,8.1250515,-8.961892,-8.296234,-9.3077965,6.927914,5.8632817,7.955022,9.391874,6.543236,blobs
1.3338311,1.5219938,7.8245354,-8.169302,-7.7266965,-9.813149,6.981238,3.6930847,7.8870316,10.159945,5.4208198,blobs
-0.022053836,0.026860548,8.756939,-9.206799,-8.236217,-9.480238,5.9975095,6.0348315,6.88226,9.275289,5.3920336,blobs
0.8304491,3.433276,1.6651154,1.03322,-1.0043923,3.217402,-1.418602,7.2038736,7.884576,-1.7553027,5.5398865,blobs
0.78394735,4.081869,2.594366,-0.38192868,-0.9362147,2.6019304,-1.1662915,7.8836207,9.74449,-2.464967,5.4954877,blobs
1.5147889,4.191374,1.7671466,1.1849681,-1.7718182,3.2472832,-1.5467143,7.7239804,9.349343,-2.5182328,5.827775,blobs
0.28354436,0.80480176,8.027547,-8.591356,-8.114545,-10.154083,5.9632187,4.624771,8.463597,9.6261635,4.9105372,blobs
1.8077896,3.878026,2.2663598,1.9022729,-1.7718114,3.0405102,-0.80950326,7.76651,8.523079,-2.8591492,6.124967,blobs
0.8565701,1.7503098,9.395216,-8.861685,-8.003736,-9.689511,6.1508517,5.5641437,6.295711,9.376381,5.9385247,blobs
1.2786111,5.137943,1.877726,0.52187914,-1.3720522,2.2470298,-2.4017346,8.201256,9.5939245,-1.914244,5.8485856,blobs
0.04307967,0.96431184,8.378352,-7.888491,-7.6128335,-9.137789,6.83406,4.2571974,8.290426,10.131373,5.7985115,blobs
0.48688668,1.0419393,9.394033,-8.75604,-8.452646,-9.55467,6.404374,5.8831854,6.8236027,9.212059,5.781928,blobs
1.5929302,1.5195003,9.03296,-7.8807774,-8.95043,-9.257808,6.5479956,5.583941,7.217847,8.881036,5.9995284,blobs
