Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,labels
-3.6543815,-4.192346,-14,-3.7330446,-14,-3.047799,-2.7776463,-1.205566,-2.6393547,-3.321915,1.1647887,-0.11063997,-14,-14,-14,-14,-14,-14,-4.226587,-14,-5.6085787,-14,0.12253901,-4.2863555,-1.0635359,-14,-14,-14,-2.1998563,-14,-14,-14,-6.751207,-5.635697,-14,-4.949954,-14,-14,-3.033616,-2.291124,-3.6943812,-1.8625513,NP
-14,0.44388643,-14,-4.9574943,-14,-14,-1.6268828,-14,-14,-14,-1.409994,0.15334038,-14,-14,-14,-14,-1.8527725,-14,-14,-14,-14,-14,-14,-4.0005183,-4.0278616,-14,-14,-14,-14,-5.802528,-4.2762794,-14,-14,-14,-14,-3.2516954,-14,-14,-14,-14,-8.345615,-3.0474398,NP
-2.3754206,-14,3.1913888,0.43570298,-1.5421555,-1.2821139,2.4637015,-1.3090976,-1.3907441,3.6283932,1.2748442,0.09680497,-14,-14,-14,-14,-4.284476,-14,-14,-14,-3.0645788,-14,2.7588313,-0.8682072,-0.89619124,-3.6350634,-0.047016405,-14,-14,-14,-14,-14,-5.507042,-2.7746375,-2.7323816,-0.6575188,-3.7085865,-3.782728,-1.542191,0.074887194,-5.675666,-14,NP
-3.8313458,-14,-14,-0.7293725,-4.956336,-3.1902523,0.07850329,0.6775813,-2.0263052,2.7519138,-0.098207854,-0.035074506,-14,-14,-14,-14,-1.2164602,-14,-14,-14,-14,-14,2.056892,-14,-1.7335687,-5.7286916,-3.3108354,-5.118027,-1.9134899,-14,-14,-14,-6.3086658,-1.6764697,-3.9656243,-2.9685996,-4.8794365,-14,-0.9895877,0.27487093,-6.2325907,-14,NP
-4.8400226,-14,2.0611012,-1.2229446,-2.7076318,-2.0640583,1.4185299,-2.6121485,-2.1710174,3.0987763,0.119161844,0.091545515,-4.9730463,-14,-3.2265317,-14,-4.30671,-14,-14,-14,-1.8260124,-3.8042014,1.2018437,-1.3875699,-1.3269525,-5.9529037,0.26425996,-4.5714636,-1.5308622,-14,-1.345641,-7.2058883,-5.479647,-0.2968841,-5.198624,-0.48886156,-4.7066507,-14,-1.9625484,-0.44613436,-8.805135,-14,NP
-2.1331336,-14,1.6407285,0.6524545,-2.4297504,-1.9808763,2.075595,-1.2897325,-4.9701724,3.2678082,0.2160086,-0.88951904,-14,-14,-4.9055033,-14,-0.68131095,-14,-14,-14,-3.0180879,-3.7109196,1.7133737,-2.6423044,-1.4642569,-5.3975487,0.346818,-14,-2.6087885,-14,-5.0104575,-4.990322,-4.871331,-0.33685702,-4.3677235,-2.3130143,-4.4614043,-3.232065,-2.0787985,-0.1547786,-7.7301197,-14,NP
-14,-14,-14,-2.6305673,-4.626504,-5.26179,-1.0587969,1.9797595,-2.4524305,-0.336583,1.450915,-0.15728128,-14,-14,-14,-14,-2.8065863,-14,-14,-14,-14,-14,2.1332507,-14,-2.53791,-4.54739,-4.7336407,-14,-1.0025444,-6.390403,-14,-14,-3.7615478,-3.8708334,-14,-5.877408,-14,-14,-0.88002515,0.7936622,-6.7435694,-14,NP
-14,1.7313836,-14,-2.357004,-14,-14,-0.27473754,-14,-1.6784846,-14,0.7830034,-0.98056746,-14,-14,-14,-2.8784547,-14,-14,-14,-14,-14,-14,-14,-3.7306693,-0.300546,-14,-14,-14,-1.6060607,-4.872517,-14,-14,-3.972532,-14,-14,-14,-14,-1.8232639,-14,-14,-14,-14,NP
-3.4117894,-14,-0.43292055,-1.6476713,-3.3102863,-3.8725045,-0.20218037,0.6227048,-1.0517769,2.7031636,0.40176877,-1.8155868,-14,-14,-14,-14,-1.515031,-14,-14,-14,-14,-14,1.7549921,-3.49993,-1.2534598,-4.731707,-2.2785156,-14,-14,-14,-14,-14,-4.265149,-2.4749198,-3.841852,-14,-3.7792537,-4.0222087,-0.8804739,0.4526743,-6.778764,-14,NP
-2.3489413,-14,1.2777092,-0.24913594,-3.4538946,-0.39425218,2.5181665,-2.3853595,-3.416899,3.3926258,-0.09385154,-0.6955189,-14,-14,-2.6379385,-3.4346814,-2.2399573,-14,-3.689478,-14,-2.4964476,-14,1.5436686,-2.0285926,-3.455827,-3.463322,-1.5351895,-14,-2.5249085,-4.9092298,-0.8479614,-14,-5.496404,-1.300205,-2.1062708,0.67548275,-1.9712942,-14,-1.9321045,-0.14824946,-6.3151474,-14,NP
-14,-14,-14,-5.833291,-14,-6.0689034,-3.745552,-14,-2.7696571,-4.2589827,1.3098633,-2.3913527,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-4.2687364,-5.480617,-2.289871,-14,-14,-14,0.5368921,-14,-14,-14,-7.973823,-14,-14,-6.42298,-14,-14,-14,-14,-6.6485453,-14,NP
-14,-14,-14,-4.341026,-14,-3.3937714,-1.1703732,1.0841229,-3.3531082,-14,1.3941648,-1.3319865,-14,-14,-14,-14,-3.7724657,-14,-14,-14,-14,-14,2.114612,-3.699535,-1.6670953,-14,-14,-14,-1.7893766,-14,-14,-14,-4.32614,-6.490164,-14,-5.614831,-14,-14,-3.9439023,-0.06584781,-9.116648,-14,NP
-14,0.33127084,-14,-3.2881017,-14,-14,0.31166166,-14,-14,-14,0.16788866,2.1140246,-14,-14,-2.6989298,-14,-14,-14,-14,-14,-14,-14,-14,-14,-1.0074304,-14,-14,-14,-1.4874414,-14,-14,-14,-14,-14,-14,-1.8717862,-14,-14,-14,-1.8041221,-14,-2.8722908,NP
-2.9768374,-14,-14,-4.5868297,-14,-2.2386956,-2.7016168,-0.32706678,-2.8040514,-0.81974095,0.92578954,-0.57752043,-14,-14,-14,-14,-4.255502,-14,-14,-14,-14,-14,-0.44069463,-4.2562947,-2.1631017,-14,-4.611862,-14,-14,-7.5912857,-4.988438,-14,-5.832341,-2.0606203,-3.205987,-2.8083777,-14,-14,-5.356167,-1.9126922,-4.047099,-3.152319,NP
-14,1.2016515,-14,-3.3225865,-14,-14,-0.07729527,-14,-4.2885265,-14,0.97548974,0.2813519,-4.3900003,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-5.459965,-0.73291737,-14,-14,-4.8079433,-3.2855484,-14,-14,-14,-14,-14,-14,-14,-14,-3.2240775,-14,-14,-14,-14,NP
-14,1.7625659,-14,-4.861938,-14,-14,-1.9454298,-14,-14,-14,-0.09644711,-2.780348,-14,-14,-14,-14,-0.87189764,-14,-14,-14,-4.432051,-14,-14,0.61018467,-0.35912594,-14,-14,-14,-14,-14,-14,-14,-8.562818,-14,-14,-2.2090917,-14,-1.4941379,-5.365969,-14,-5.2285085,-2.50288,NP
-5.811135,-14,-14,-4.6924295,-14,-4.8391185,-1.7575736,0.015008922,-2.7501202,0.09942892,0.6986677,0.003721373,-14,-14,-14,-14,-1.5483297,-14,-14,-14,-14,-14,1.2450248,-14,-0.92464095,-14,-2.8817804,-5.5101304,-3.6243434,-14,-4.497171,-14,-6.3187795,-4.4550133,-14,-5.267263,-14,-3.4440486,-2.46052,-0.86555237,-5.471321,-3.9325142,NP
-3.562488,-14,-4.7013774,-1.9595627,-5.0488787,-2.8111641,0.63968617,-0.007958823,-2.2162094,0.22097963,1.5538399,-1.7315543,-14,-14,-14,-14,-2.0592484,-14,-14,-14,-14,-14,1.488417,-2.0220985,-1.7209013,-14,-14,-14,-2.2310934,-14,-14,-14,-4.720039,-5.538121,-14,-7.427472,-5.082553,-5.3641,-2.275091,-0.018189343,-6.3089695,-14,NP
-14,2.8085651,-14,-14,-14,-4.9754977,-1.4610456,-14,-14,-14,1.4415907,-1.575673,-14,-14,-14,-2.9861526,-3.055586,-14,-14,-14,-14,-14,-14,-2.031609,-1.1911892,-14,-2.408946,-3.009796,-14,-14,-3.2903304,-14,-14,-14,-14,-14,-14,-3.4568963,-14,-14,-5.621353,-14,NP
-3.3311498,-14,-5.8509192,-2.231635,-4.6287913,-0.9864687,0.6057623,-4.490696,-5.468671,1.7283231,0.4590275,0.66915095,-3.3733184,-14,-3.696172,-14,-3.0199974,-14,-14,-14,-3.305998,-4.2599955,1.2018943,-3.389719,-0.23041865,-14,-3.3414469,-14,-3.824779,-14,-14,-4.3280067,-6.403126,-5.144619,-14,-0.38710508,-14,-14,-4.0734906,-0.4643887,-6.839523,-14,NP
-14,1.6855537,-14,-14,-14,-14,-2.726244,-14,-5.1212153,-14,0.8127529,-0.7621737,-14,-14,-14,-14,-14,-14,-14,-14,-14,-4.088273,-14,-4.9021444,-1.2767086,-14,-14,-14,-3.5047517,-4.6907105,-14,-14,-14,-14,-14,-6.403975,-14,-2.1611335,-14,-14,-6.677689,-14,NP
-14,0.8768041,-14,-5.0446286,-14,-5.986924,-0.5084007,-14,-3.2920783,-14,1.3577675,1.0660137,-14,-5.4484754,-14,-3.6269963,-14,-14,-14,-14,-14,-14,-14,-4.8256707,-1.3364247,-14,-14,-4.9967184,-6.9190025,-14,-14,-14,-6.667457,-14,-4.660924,-5.0197434,-14,-1.3028065,-14,-14,-14,-14,NP
-3.9099302,-14,1.9698886,-0.3252462,-2.5539901,-0.83345956,1.8925829,-1.9243392,-1.1718036,3.7827966,0.9289806,-0.2101302,-14,-14,-14,-14,-0.9260591,-14,-2.7269647,-14,-2.3639228,-14,2.9058442,-1.125345,-2.9686997,-3.7581043,0.7467918,-14,-0.93313086,-5.4211,-14,-14,-3.848301,-0.9969851,-3.0894334,-2.1001241,-14,-14,-1.2542739,0.08377744,-14,-3.4960825,NP
-14,-14,-14,-4.9200783,-14,-3.4591436,-2.6104913,-14,-3.6944194,-1.5671237,1.4251475,0.24480395,-14,-14,-14,-14,-14,-14,-4.8074274,-14,-14,-14,-3.1764836,-3.0379012,-1.585368,-14,-14,-4.5758905,-2.9055736,-14,-14,-14,-7.2718425,-3.0160744,-14,-14,-14,-14,-14,-14,-3.2726138,-5.769618,NP
-5.4852924,-14,-6.2028913,-3.988265,-14,-4.5616393,-2.2708886,0.32330003,-2.8467388,-14,1.0955722,-1.6922319,-14,-14,-14,-14,-4.920524,-14,-14,-14,-14,-14,0.95039433,-5.6002383,-0.5342917,-4.9952703,-14,-14,-4.4394126,-14,-4.690009,-14,-5.5252805,-14,-14,-14,-5.8561025,-14,-4.012235,0.5237232,-8.257555,-5.8437443,NP
-4.538092,-14,-14,-3.5218253,-14,-3.6011395,-2.6679003,1.959564,-3.104045,-3.359696,1.8397249,-1.3440433,-14,-14,-14,-14,-14,-14,-4.89708,-14,-14,-14,1.5781679,-14,-0.8465255,-14,-14,-14,-0.77191335,-14,-14,-14,-4.996627,-14,-4.453153,-6.482015,-4.236696,-14,-4.7560487,0.124082394,-5.0084996,-5.226767,NP
-2.9163525,-14,-0.14428088,-0.41096276,-3.2019105,-2.572966,-0.6163456,-2.0820637,-3.8284366,3.1465828,-0.25089025,-0.2384494,-6.437419,-3.3450902,-1.9652115,-14,-1.9859648,-14,-2.5554495,-14,-1.9689466,-6.5846267,1.0765499,-1.5816538,-1.7796217,-14,-0.1556371,-14,-14,-14,-2.9351344,-6.621384,-8.095431,-3.0586112,-3.0864766,0.17914987,-3.8784075,-14,-3.1855645,-0.100565694,-6.1848927,-14,NP
-3.8804717,-14,2.321842,-0.47020665,-2.1796522,-2.3863316,0.7858679,-1.0299919,-1.5013924,3.2042792,-0.61759424,-0.9333583,-14,-14,-14,-14,-3.083433,-14,-2.3437607,-14,-2.8364584,-2.949984,1.321569,-1.2024896,-1.8362083,-5.3112497,-0.17133439,-14,-2.5468073,-14,-5.02525,-14,-6.735433,-1.4232101,-4.863512,-1.8259826,-5.199948,-3.4466956,-2.2012281,0.32335252,-7.8148613,-4.3001313,NP
-3.2067938,-14,-1.1755846,-1.1916032,-2.8292515,-1.9182181,0.857049,-1.3160403,-3.1243172,1.7153188,1.4111058,-0.22227368,-14,-14,-14,-4.091813,-3.3377397,-14,-14,-14,-2.7409656,-14,1.3862342,-3.1547406,-1.0897013,-4.509404,-1.4625254,-5.4977393,-2.936814,-14,-4.8229237,-14,-4.2976766,-5.132854,-14,-6.5877824,-4.9576154,-14,-1.5440055,0.021801315,-5.312789,-14,NP
-3.417793,-14,0.9507776,-1.1403283,-3.3735635,-0.9844189,1.9383588,-4.694672,-2.472639,2.396053,0.90773875,-0.92603505,-4.406352,-3.0282686,-1.8679789,-3.6792102,-3.026794,-14,-14,-14,-2.9010463,-14,1.4329563,-2.773365,-0.023085332,-14,0.47807422,-14,-4.041867,-14,-1.12602,-5.632945,-14,-2.8286345,-3.0649843,0.5361129,-4.645654,-14,-4.086074,-0.5044399,-5.990981,-4.587029,NP
-14,2.727239,-14,-3.0333521,-14,-14,0.13956575,-14,-14,-14,0.7581715,0.23666994,-14,-14,-14,-14,0.6074374,-14,-14,-14,-14,-14,-14,-14,0.3791651,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-5.428971,-14,-14,-14,-14,-6.2951436,-14,NP
-1.7046254,-14,0.061327703,-0.21813625,-4.001505,-1.1687605,0.9119951,-1.6332753,-1.5091414,3.6555908,0.33312604,-0.19620842,-1.2844746,-14,-2.2119842,-1.1381134,-3.560819,-14,-1.9524131,-14,-2.9226983,-3.681175,1.3172776,-0.3598865,-0.35777253,-14,0.25710395,-14,-0.8761641,-14,-3.5735717,-14,-5.8105464,-1.8890985,-14,-1.1256155,-4.114532,-14,-2.6777015,0.1805193,-14,-14,NP
-14,-14,-14,-3.6735723,-4.504969,-3.8017027,-1.9534794,-0.3617573,-3.6928158,-4.6288114,2.2311842,-1.1895708,-14,-6.0086427,-14,-4.5792384,-14,-14,-14,-14,-14,-14,1.0439119,-6.3489213,-0.7121794,-14,-14,-14,-1.1711718,-7.282502,-4.9148283,-14,-14,-4.8281884,-14,-14,-14,-14,-14,-4.885608,-4.579087,-5.606521,NP
-2.8286908,-14,3.3973858,0.17132598,-1.767763,-0.8734216,1.4972806,-1.7446086,-1.2301459,3.2599983,1.4478992,0.22389719,-3.777812,-4.754283,-1.4410832,-3.1776612,-3.4219885,-14,-3.273384,-14,-3.2335129,-4.1072664,1.6362752,-1.2297244,-0.48378813,-14,-0.008795895,-4.6903963,-14,-14,-2.474749,-5.0735507,-4.8126945,-0.003248295,-14,1.5384239,-1.8800595,-14,-3.16213,-0.6141902,-14,-4.052841,NP
-4.7373395,-14,-0.6260425,-3.220384,-3.9863422,-3.8770952,0.20492877,0.98731667,-1.7873896,0.5684056,0.73317766,-1.2951607,-14,-14,-14,-14,-4.3991075,-14,-14,-14,-14,-14,1.7102674,-4.154247,-1.2468493,-5.414181,-2.4579208,-14,-2.696101,-14,-14,-14,-4.563012,-14,-5.1884823,-5.7663603,-14,-4.9145246,-1.690332,0.53703547,-5.6608334,-14,NP
-14,0.50061566,-14,-14,-14,-14,-2.3449807,-14,-14,-14,-0.8595522,1.523073,-14,-14,-14,-14,-14,-14,-14,-14,-4.9781456,-14,-14,-5.060317,-2.1945164,-14,-14,-14,-3.816639,-6.4361553,-14,-14,-14,-14,-14,-2.9599268,-14,-14,-7.1769395,-14,-7.604025,-4.5533957,NP
-6.8406854,-14,-14,-5.3527627,-14,-3.0208466,-0.96336687,-0.212448,-3.2571878,-4.756314,1.0287278,-2.3859134,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,0.9172204,-5.5265684,-0.9929172,-7.2379136,-14,-14,-4.357612,-7.682861,-14,-14,-4.599954,-14,-14,-14,-5.860995,-14,-5.157351,-3.0711343,-10.11741,-5.488867,NP
-3.7119882,-14,-14,-2.6859674,-4.523243,-3.2247772,-1.2002561,0.36490503,-3.8164053,-1.4865606,1.5103713,-1.0506845,-14,-14,-14,-14,-1.3540541,-14,-14,-14,-14,-14,2.138079,-5.931266,-4.385856,-5.0714912,-14,-14,-4.2339396,-14,-4.402279,-14,-4.589178,-14,-14,-14,-2.8947222,-14,-1.8981653,0.74523,-5.271894,-4.1808014,NP
-14,0.06665232,-14,-5.4608603,-14,-14,-3.888122,-14,-14,-14,-1.7683045,1.2869675,-14,-6.2723165,-14,-14,-3.0960405,-14,-14,-14,-14,-14,-14,-5.557982,-3.0009828,-14,-14,-14,-14,-7.7259283,-14,-14,-14,-14,-14,-2.827814,-14,-14,-5.045807,-14,-6.66886,-4.1315675,NP
-14,0.32669687,-14,-4.7529697,-14,-14,-0.91653323,-14,-14,-14,-2.583003,-1.8888894,-14,-14,-14,-3.7347174,-14,-14,-14,-14,-14,-14,-5.210135,-14,-2.4695852,-14,-14,-14,-1.3910972,-14,-14,-14,-7.2606406,-14,-3.257741,-14,-14,-14,-14,-14,-14,-14,NP
-14,0.52151936,-14,-14,-14,-14,-0.88398373,-14,-14,-14,-1.8517169,1.4084228,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-1.9361614,-14,-14,-14,-3.2756224,-4.4425974,-14,-14,-14,-14,-14,-2.9620643,-14,-14,-14,-14,-7.0042353,-14,NP
-14,0.19814384,-14,-4.314201,-14,-14,-0.79091644,-14,-5.0859046,-14,0.047877856,2.2123833,-14,-14,-14,-14,-14,-14,-14,-14,-4.452092,-14,-14,-14,-1.3453361,-14,-14,-14,-2.8219054,-4.1108403,-14,-14,-14,-14,-14,-2.2004056,-14,-14,-14,-14,-14,-3.7654665,NP
-4.0061307,-14,-14,-4.7338433,-4.8527517,-4.5001564,-2.1471064,0.14887266,-2.7569826,-1.655059,1.9449623,-0.07504615,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,2.0051541,-14,-0.58895934,-4.8442116,-14,-3.640625,-1.8090835,-14,-14,-14,-5.920843,-14,-14,-5.8903184,-14,-3.5912385,-2.9192781,-0.3411157,-5.161041,-5.5805197,NP
-14,2.1384683,-14,-14,-14,-14,-14,-14,-14,-14,1.5050894,-0.7097694,-14,-14,-14,-14,-1.2923338,-14,-14,-14,-14,-3.680902,-14,-14,-3.678875,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-1.3711854,-14,-14,NP
-14,1.4799505,-14,-3.4336908,-14,-14,-0.1193837,-14,-14,-14,1.8181838,-0.80871516,-14,-14,-14,-14,-1.7291172,-14,-14,-14,-14,-14,-14,-1.7218386,-1.5011116,-14,-14,-3.5228305,-14,-14,-14,-14,-14,-14,-14,-1.4277384,-14,-1.8280644,-14,-14,-6.150007,-3.0360296,NP
-2.7525694,-14,-0.09201881,-1.6659249,-2.9588783,-1.0684457,1.4392382,-4.0125885,-2.888356,2.6125534,0.25121844,0.5116973,-14,-4.2611465,-3.7449324,-4.8626304,-1.8988073,-14,-14,-14,-2.795331,-5.301112,1.8231335,-3.37179,-2.4821153,-6.5766253,-0.7335408,-14,-3.4264884,-14,-3.2046552,-7.3917127,-7.3377576,-14,-14,0.3406759,-5.492025,-14,-2.6591685,0.09792415,-6.4533987,-14,NP
-3.7675538,-14,4.339167,-0.25642207,-5.368113,-0.7801277,2.450914,-1.696023,-2.159148,4.4447403,0.5349995,-1.3604102,-14,-14,-14,-14,-2.6063392,-14,-2.0003672,-14,-5.111481,-14,2.3361082,-0.29574794,-1.496751,-4.6536136,-0.99351275,-14,0.7064892,-14,-4.22032,-14,-3.9167793,0.6006001,-2.6218922,-3.57421,-3.3410733,-2.5108757,-1.6375169,-0.08529211,-5.7273006,-4.6364207,NP
-14,0.67669725,-14,-14,-14,-14,-1.3114243,-14,-4.2874017,-14,0.8330023,-1.8296481,-14,-14,-14,-3.4910536,-14,-14,-14,-14,-14,-14,-14,-14,-1.5278085,-14,-14,-14,-4.8725047,-14,-14,-4.042914,-7.250579,-14,-14,-5.827808,-14,-3.5865035,-14,-14,-9.016603,-14,NP
-1.8442035,-14,0.92526627,-0.16700979,-4.425496,-1.3312602,0.16812183,-14,-1.7682788,2.2375307,1.34467,-0.13225077,-4.065863,-8.518087,-3.8334303,-14,-2.1629322,-14,-14,-14,-4.678616,-4.4971266,0.9902944,-2.5015025,-1.6910117,-14,-0.10106638,-14,-14,-14,-14,-5.9553123,-5.992319,-3.0796282,-14,0.7299468,-14,-14,-2.3427052,-0.5106871,-7.267456,-14,NP
-5.492433,-14,-14,-14,-14,-1.8253908,-2.0565386,1.7568096,-3.7927575,-3.2611969,1.4489822,0.05104393,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,0.9964142,-14,-1.5492156,-14,-14,-14,-1.4892563,-14,-14,-14,-5.2995486,-3.8580859,-14,-6.0681834,-14,-5.35849,-4.9937825,-2.921141,-4.6728187,-4.71908,NP
-2.6928163,-14,-2.8028727,-1.350466,-14,-2.6014094,0.60375124,-3.6763904,-2.1523688,2.346753,0.20821469,-0.5776951,-14,-14,-14,-14,-0.9801345,-14,-3.9078686,-14,-4.7524567,-14,1.727192,-2.912927,-0.7331294,-4.111918,-1.3944261,-14,-2.4259212,-14,-2.7704008,-14,-4.8404,-1.7714576,-14,-1.9600536,-3.5983505,-14,-1.1104946,0.78012234,-5.0159273,-4.166716,NP
-1.7668738,-14,1.6760564,0.48250565,-2.3043597,-0.57438785,2.202181,-0.4317204,-2.050946,4.272814,1.479488,-0.40595707,-4.2449636,-14,-14,-14,-1.1914097,-14,-2.7158458,-14,-2.6473312,-4.7452097,2.2205207,-2.5928106,-0.6367658,-4.261311,-0.2566169,-14,-1.5476041,-14,-14,-14,-4.15143,-1.2843415,-1.8876747,-1.528923,-4.7226133,-2.5325458,-1.553686,-0.2278707,-5.9763317,-14,NP
-6.580669,-5.902406,-7.9613605,-1.6734738,-14,-3.965832,-0.15786065,-0.8857797,-2.0153267,1.3979832,1.0194886,-2.5382922,-14,-14,-14,-14,-1.348208,-14,-14,-14,-14,-14,1.7518429,-3.7948654,-2.0601015,-5.498506,-14,-14,-1.6372026,-14,-14,-14,-5.56309,-6.0052137,-3.0180838,-14,-4.5337954,-5.0589056,-2.871309,-0.48474625,-7.5141907,-14,NP
-2.7742808,-14,-1.0472728,-0.05449373,-4.651836,-1.3371775,1.7617868,0.443395,-2.193449,3.7267375,0.90829736,0.11676874,-14,-14,-14,-14,-0.44133052,-14,-1.7831318,-14,-14,-4.7650385,2.1778712,-0.99832565,-0.53023237,-4.8528414,0.16496816,-14,-2.0807395,-14,-14,-14,-4.2466884,-0.26371548,-4.7149043,-3.3280144,-5.323368,-3.097728,-0.33326885,1.479986,-5.008736,-3.566429,NP
-14,1.9070714,-14,-4.2677813,-14,-14,1.2635335,-14,-14,-14,0.29173407,-0.3834081,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,0.30932653,-1.2076807,-14,-14,-14,-3.6295614,-14,-14,-14,-14,-14,-14,-5.495689,-14,-1.3161187,-14,-14,-14,-14,NP
-5.064413,-14,3.464543,-0.29539672,-3.4409647,-1.1423656,0.6933095,-3.1192424,-1.9042791,2.8094501,-0.35726833,-0.7531956,-14,-14,-14,-14,-0.94581056,-14,-0.49875233,-14,-4.5948515,-4.089982,1.6221428,-1.0735666,-0.93095,-4.002427,-0.23896876,-4.364147,-1.482259,-14,-2.7952745,-5.566917,-4.327705,-0.19311832,-1.9081992,-3.3904343,-14,-14,-1.5777293,-3.0304716,-5.9663634,-14,NP
-5.44142,-5.656219,1.7200389,-1.0917151,-14,-2.2975821,-0.23703,-2.186959,-3.8053813,1.3090626,0.27488777,-0.37353802,-4.841031,-14,-14,-14,-2.137007,-14,-3.5683377,-14,-3.677679,-14,1.4529083,-2.9061718,-1.3670775,-14,-2.293422,-14,-2.9245493,-4.377489,-3.475049,-6.406998,-5.832233,-4.3132873,-3.6704829,-1.612491,-3.138117,-4.7782173,-1.0912331,0.64637876,-5.264784,-14,NP
-14,-0.4249825,-14,-14,-14,-14,-0.21418601,-14,-4.0931377,-14,-1.7216883,2.238528,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-5.664264,-3.9341977,-14,-14,-14,-4.546582,-14,-14,-14,-14,-5.8201027,-14,-1.3426646,-14,-4.678652,-8.984054,-14,-14,-2.0153313,NP
-5.2848845,0.027052458,-14,-4.954714,-14,-5.047106,-1.6719595,-4.8688574,-3.4321811,-14,0.72722673,-1.1564763,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-6.0206456,-1.3354727,-14,-14,-14,-4.442597,-5.5146847,-3.4484966,-14,-7.739883,-14,-14,-14,-14,-14,-14,-14,-14,-14,NP
-14,-14,-5.6039944,-3.722536,-14,-2.7801442,-1.8582131,2.2878482,-3.4077935,-2.1993074,1.501033,-1.6948643,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,1.94653,-5.7510324,-0.7983119,-14,-14,-14,-0.75834316,-14,-14,-14,-4.9401197,-6.2653594,-4.27911,-14,-14,-14,-6.3195305,1.0622761,-6.0833936,-14,NP
-2.7667315,-14,4.150919,0.1269471,-4.804173,-1.0709468,0.8428267,-1.8179579,-2.2894945,3.5482652,-0.026116192,-2.0615258,-14,-14,-14,-14,-1.8287256,-14,-3.641319,-14,-3.079197,-14,2.142646,-2.6952868,-0.98263675,-2.557034,-2.0083988,-14,0.2467812,-7.6497893,-4.058174,-14,-3.1353364,0.32413787,-4.2229886,-0.47770652,-3.6249566,-3.9995646,-0.59905314,-0.5729035,-14,-3.4085996,NP
-14,2.7441254,-14,-14,-14,-4.042093,0.22530971,-14,-3.969107,-14,1.3961875,0.875188,-14,-14,-14,-14,0.7112237,-14,-14,-14,-14,-14,-14,-2.830792,-0.56787854,-14,-14,-3.6988304,-2.9953573,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-5.506755,-14,NP
-2.7512329,-14,0.47555202,0.026718356,-14,-0.88464403,1.7203723,1.1345482,-0.21959335,3.5594797,-0.000996705,-0.27646106,-14,-14,-14,-14,-0.68124896,-14,-3.5071979,-14,-3.9774668,-4.7393227,2.775667,-1.3447435,-0.20407751,-2.6878793,-3.1296785,-14,-2.4854531,-4.734471,-14,-14,-3.4763598,-14,-14,-3.417401,-3.5071814,-4.49472,0.32810318,0.97614944,-4.6055403,-14,NP
-14,0.45570633,-14,-4.7046127,-14,-14,-1.6846014,-14,-14,-14,-1.052428,1.7201449,-14,-14,-14,-2.5006323,-14,-14,-14,-14,-14,-14,-14,-4.5652113,-14,-14,-14,-14,-14,-4.763311,-14,-14,-14,-14,-14,-3.5069206,-14,-14,-14,-14,-14,-14,NP
-14,0.22480707,-14,-5.1150074,-14,-14,-1.4101712,-14,-14,-14,-2.019422,1.2734903,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-5.448939,-14,-14,-14,-14,-4.132366,-14,-14,-14,-14,-14,-14,-3.1933756,-14,-14,-14,-14,-14,-4.7611556,NP
-3.1384037,-14,-0.13820364,-0.3762999,-14,-2.375702,0.23858012,-1.520717,-3.1102626,2.3488193,1.2436613,-0.6330159,-14,-14,-14,-14,-1.9104853,-14,-3.5855927,-14,-2.9447217,-4.353722,1.552745,-2.2416656,-14,-3.348063,-3.5078397,-14,-4.3426566,-6.8077464,-14,-14,-6.3232846,-2.3266597,-3.8107717,-3.2225895,-14,-4.1205873,-1.3209509,0.08921007,-7.1879306,-4.518482,NP
